,level_0,index,song,artist
3852,3211,3002,livin it up,young thug
3853,1370,8667,wat it feel lykë,yeat
3854,360,8424,fuck donald trump,nipsey hussle
3855,4344,9723,more time fishin’,thomas rhett
3856,617,10141,lady,brett young
3857,4780,6504,faceshot,future
3858,2858,4187,amor genuino,ozuna
3859,3322,5941,country again,thomas rhett
3860,4833,3336,technically single,tayler buono
3861,630,706,both,gucci mane
3862,4743,17,god's plan,drake
3863,505,2473,the heart part 4,kendrick lamar
3864,2950,6848,valentine,5 seconds of summer
3865,2205,5468,hard feelings/loveless,lorde
3866,1744,2342,head over boots,jon pardi
3867,2771,4074,creature,pop smoke
3868,985,2745,drunk on your love,brett eldredge
3869,2666,249,go flex,post malone
3870,2295,9422,droppin jewels,young thug
3871,2454,5090,winter wonderland,kate havnevik
3872,4894,3071,real shit,juice wrld
3873,545,10192,reaper's child,youngboy never broke again
3874,2272,1787,money,lisa
3875,816,10489,waterfall,stargate
3876,4911,4410,immortals,fall out boy
3877,4778,7277,descending,tool
3878,1547,10084,thought contagion,muse
3879,4373,4441,hey angel,one direction
3880,547,10238,mooky,6ix9ine
3881,2022,8019,score,isaiah rashad
3882,2949,2706,stay high  habits remix,tove lo
3883,3034,7704,i’m so sorry,imagine dragons
3884,1497,1798,over the top,smiley
3885,4470,10501,country grammar (hot shit),nelly
3886,2591,3146,1.5,21 savage
3887,1967,10451,blended family (what you do for love),alicia keys
3888,1442,7028,everything,lil baby
3889,4409,6680,stay high  childish gambino version,brittany howard
3890,1259,732,0 to 100 / the catch up,drake
3891,3416,6304,ambitionz,meek mill
3892,3699,6599,alaska,maggie rogers
3893,3299,6484,"no matter which direction i'm going in, i never chase these hoes",$uicideboy$
3894,3801,10629,dust my shoulders off,jane zhang
3895,2521,1259,takin' shots,post malone
3896,3214,1258,more than you know,axwell /\ ingrosso
3897,1041,10516,"hello, goodbye  remastered",the beatles
3898,596,1074,summer days,martin garrix
3899,1688,10685,pep rally,missy elliott
3900,1613,5146,colombia heights (te llamo),wale
3901,1016,9475,jerk,oliver tree
3902,4601,2627,x  remix,nicky jam
3903,1276,6048,"don't give up on me  (from ""five feet apart"")",andy grammer
3904,4711,280,issues,julia michaels
3905,2077,4355,choker,twenty one pilots
3906,433,429,wish you were gay,billie eilish
3907,2557,10695,hypnotized,akon
3908,3844,5315,ashley,halsey
3909,3248,11038,let it go  bonus track,pentatonix
3910,178,4821,divine sorrow,wyclef jean
3911,1532,10255,"my family  from ""the addams family""",migos
3912,690,4067,sparks,hilary duff
3913,287,6510,sexyback,justin timberlake
3914,2001,1056,china,anuel aa
3915,4762,8371,standing in the rain,action bronson
3916,491,8836,found a good one (single no more),chance the rapper
3917,4836,4850,halo,beyoncé
3918,1256,904,slow motion,trey songz
3919,2353,10996,little wanderer,death cab for cutie
3920,1889,2689,last memory,takeoff
3921,2296,2131,shut down,blackpink
3922,2523,8870,yea yea yea,young thug
3923,2907,9296,christmas eve,justin bieber
3924,485,10240,moonlight,lil xan
3925,4242,3258,all i want for christmas (is my two front teeth)  remastered,nat king cole trio
3926,1419,3861,stupid,ashnikko
3927,4127,8285,entrepreneur,pharrell williams
3928,1267,5677,writer in the dark,lorde
3929,3164,6133,invincible,tool
3930,2463,9131,streets don't love you,a boogie wit da hoodie
3931,246,8520,listen to her heart,tom petty and the heartbreakers
3932,4582,9564,throne,bring me the horizon
3933,1933,7036,we'll never have sex,leith ross
3934,1362,3603,repeat after me (interlude),the weeknd
3935,744,4013,the happiest christmas tree,nat king cole
3936,2363,10860,hands of love,miley cyrus
3937,149,8301,superstar,young stoner life
3938,783,5573,rocket ship,future
3939,3307,4033,roof,dababy
3940,3481,507,star shopping,lil peep
3941,4259,10066,crown,tomorrow x together
3942,3334,5225,st. tropez,j. cole
3943,2996,7846,hard for,kevin gates
3944,4231,1895,n 2 deep,drake
3945,1582,7971,this is halloween  pop version,marilyn manson
3946,911,3571,feed me dope,future
3947,270,10056,shake it off,us the duo
3948,1843,4063,life's a mess ii,juice wrld
3949,1136,384,it ain't me,kygo
3950,3868,1981,woman like me,little mix
3951,2916,4790,fear inoculum,tool
3952,594,1770,flexicution,logic
3953,3072,5532,beno!,playboi carti
3954,3885,9797,yosemite,lana del rey
3955,2923,4217,i think i'm in love,kat dahlia
3956,19,1936,jingle bell rock  daryl's version,daryl hall & john oates
3957,1454,9266,bootsy bellows,wiz khalifa
3958,4718,170,it's the most wonderful time of the year,andy williams
3959,2502,10422,s.o.b.,nathaniel rateliff & the night sweats
3960,3641,1578,daddy,blueface
3961,2378,10871,step up,the game
3962,118,8499,bust down deux,trippie redd
3963,3193,6600,i'll be fine,juice wrld
3964,85,8432,feels,watts
3965,1470,875,joy to the world,nat king cole
3966,4934,6737,spaces,one direction
3967,1517,3592,dawn fm,the weeknd
3968,1379,4024,beach house,the chainsmokers
3969,3280,8005,facetime with my mom (tonight),bo burnham
3970,3663,137,godzilla,eminem
3971,3446,6495,all night,steve aoki
3972,2948,10624,power,kanye west
3973,3271,3361,"sunflower, vol. 6",harry styles
3974,1305,8201,lift me up  instrumental,rihanna
3975,4407,8943,wrong direction,hailee steinfeld
3976,3043,4482,fukk sleep,a$ap rocky
3977,2292,5810,moon over mexico,luke combs
3978,838,1586,do it to it,acraze
3979,3806,437,buy dirt,jordan davis
3980,1996,1212,six feet under,the weeknd
3981,2308,9841,city view,wiz khalifa
3982,957,3796,broke leg,tory lanez
3983,2328,7948,"crazy story, pt. 3",king von
3984,2607,4201,get it right,diplo
3985,278,1541,first time,kygo
3986,3107,1670,sacrifices,drake
3987,1318,1131,pussy & millions,drake
3988,1919,4744,infrared,pusha t
3989,2806,4710,life of the party,kanye west
3990,4225,4029,anybody,young thug
3991,3876,1638,teeth,5 seconds of summer
3992,1885,9910,wild life,onerepublic
3993,4404,5859,my dawg,quality control
3994,3659,3432,freeee (ghost town pt. 2),kids see ghosts
3995,3870,6477,ibiza,ozuna
3996,2214,9132,pegasus,trippie redd
3997,1531,10551,steps,handsome ghost
3998,702,4138,avalanche,migos
3999,4517,3645,doja,$not
4000,1764,10206,the apprentice,gorillaz
4001,3978,10371,outshined,soundgarden
4002,674,8483,holyfield,wiz khalifa
4003,1665,5566,red opps,21 savage
4004,2961,6745,bluebird,miranda lambert
4005,4796,4976,blessed,"tyler, the creator"
4006,3460,6280,black and white,niall horan
4007,1807,2060,skate,bruno mars
4008,622,8313,fuxk,xxxtentacion
4009,4584,4660,vice city,xxxtentacion
4010,880,1137,oh my god,adele
4011,3076,454,sky,playboi carti
4012,2585,8642,holy terrain,fka twigs
4013,346,6796,our own house,misterwives
4014,4158,775,"you're on your own, kid",taylor swift
4015,1002,3383,supastars,migos
4016,4982,4310,living proof,camila cabello
4017,2158,4299,xxl,dababy
4018,578,3145,the monster,eminem
4019,4422,7931,food for thought,a boogie wit da hoodie
4020,4542,8268,tsunami,young thug
4021,107,7891,rebel rebel  1999 remastered version,david bowie
4022,4282,10130,fine apple,nic d
4023,1067,8661,i'd do anything for love (but i won't do that)  single edit,meat loaf
4024,650,1790,star walkin' (league of legends worlds anthem),lil nas x
4025,4431,8331,guillotine,jon bellion
4026,1527,5347,for sale?  interlude,kendrick lamar
4027,1590,2038,sugarcrash!,elyotto
4028,4257,5537,lovely day,bill withers
4029,3296,7376,pots n pans,young stoner life
4030,3470,135,martin & gina,polo g
4031,1903,9404,overdose,nav
4032,4382,6582,vibes,trippie redd
4033,1040,4149,games,luke bryan
4034,461,2512,just for me,pinkpantheress
4035,4363,10989,somewhere only we know,lily allen
4036,2134,8521,gasoline,haim
4037,3614,8088,haunted,laura les
4038,4244,10561,jingle bells,dean martin
4039,3101,2293,mariposa,peach tree rascals
4040,3144,3191,i guess it’s fuck me,drake
4041,4170,1100,die for me,post malone
4042,1152,8502,closer,rm
4043,1830,3621,love is a game,adele
4044,4631,6097,hard white,nicki minaj
4045,3908,4472,worst day,future
4046,1114,6413,live young die free,fletcher
4047,2127,7568,goin dummi,future
4048,1123,3778,in my head,peter manos
4049,3848,474,sweet but psycho,ava max
4050,1822,5436,never stop,future
4051,196,5173,can't stop dancin',becky g
4052,1742,9124,nobody can save me,linkin park
4053,2643,2926,wild side,normani
4054,4222,10946,for what it's worth,buffalo springfield
4055,1014,6443,tomorrow me,luke combs
4056,3790,2161,at my best,machine gun kelly
4057,1849,4413,bundles,kayla nicole
4058,4228,11035,back to the future (part ii),d'angelo
4059,3082,8179,light it up,luke bryan
4060,4336,7236,just so you remember,pusha t
4061,1999,6786,gospel,rich brian
4062,2605,7081,locked up pt. 2,6ix9ine
4063,800,956,never really over,katy perry
4064,4662,11030,what did i do?/god as my witness,foo fighters
4065,912,11052,harder to breathe,maroon 5
4066,3325,1498,know no better,major lazer
4067,4904,7457,carry on wayward son,kansas
4068,1008,8007,unpaid intern,bo burnham
4069,663,4449,03' adolescence,j. cole
4070,3861,8360,rendezvous,jack harlow
4071,2289,3670,it's you,zayn
4072,4954,4794,don’t you (taylor’s version) (from the vault),taylor swift
4073,2866,2783,barcelona,ed sheeran
4074,565,6171,california,lorde
4075,1489,4255,alotta cake,gunna
4076,3837,4133,nothing really matters  afrojack remix,mr. probz
4077,2331,2828,nervous,shawn mendes
4078,938,5330,sleeping on the floor,future
4079,2290,10229,ahead of myself,x ambassadors
4080,2638,7201,get money bros.,lil yachty
4081,734,6007,wit it,gunna
4082,2084,4405,alfred  interlude,eminem
4083,2323,8637,solid,lil baby
4084,1182,6945,live up to my name,baka not nice
4085,4294,3915,ugly heart,g.r.l.
4086,233,7785,love me do  remastered,the beatles
4087,2795,4862,see wat i’m sayin,moneybagg yo
4088,1658,8141,get with you,townhall
4089,4915,7851,under the bridge,red hot chili peppers
4090,992,8372,rose golden,kid cudi
4091,4010,2918,ready,lil baby
4092,4749,2047,mark my words,justin bieber
4093,2614,3545,superheroes,the script
4094,1183,289,thats what i want,lil nas x
4095,2079,6486,i'm an albatraoz,aronchupa
4096,2895,2409,warning,morgan wallen
4097,205,2337,la curiosidad,ivan cornejo
4098,3533,7083,yummy  summer walker remix,justin bieber
4099,2280,1271,juicy,doja cat
4100,1167,8095,worldstar money (interlude),joji
4101,1761,3795,lost in japan  remix,shawn mendes
4102,2096,10710,hell no,ingrid michaelson
4103,799,10187,overdose,youngboy never broke again
4104,1625,5541,f&n,future
4105,3151,7109,not like me,shotgun shane
4106,4893,3758,love you different,justin bieber
4107,2691,4258,formation,beyoncé
4108,332,10114,i don’t wanna die,g herbo
4109,942,1102,tell me you love me,demi lovato
4110,3759,7209,accepting my flaws,future
4111,1544,3031,real friends,kanye west
4112,463,302,astronaut in the ocean,masked wolf
4113,4581,6332,runnin' down a dream,tom petty
4114,4087,3360,whip,2 chainz
4115,3234,27,moonlight,xxxtentacion
4116,2891,1989,blue ain't your color,keith urban
4117,30,7794,peepin out the blinds,gucci mane
4118,2267,9458,pusha man,chance the rapper
4119,4655,7950,leave a trace,chvrches
4120,245,2218,paradise,meduza
4121,3155,7018,what you see,migos
4122,2203,10927,o holy night,céline dion
4123,2654,7194,twist and shout  remastered,the beatles
4124,1695,8363,let it go,summer walker
4125,111,10390,cut to the feeling,carly rae jepsen
4126,1206,4207,no good for you,meghan trainor
4127,1873,9639,come thru,joji
4128,1772,10080,santa monica & la brea,blackbear
4129,350,1604,feel no ways,drake
4130,1198,6231,on god,mustard
4131,4117,456,what lovers do,maroon 5
4132,1879,7184,dead man walking,2 chainz
4133,4826,4185,pure/honey,beyoncé
4134,1292,9894,in my feelings,tee grizzley
4135,950,1714,i really like you,carly rae jepsen
4136,2650,9683,dream in color,cordae
4137,2957,2451,done for me,charlie puth
4138,2962,6576,money convo,21 savage
4139,4367,7494,don't be afraid to be different,logic
4140,4070,7400,get up,logic
4141,3741,2134,bezos i,bo burnham
4142,1914,46,starboy,the weeknd
4143,3865,7258,sandman,a$ap rocky
4144,1774,9072,jesus christ 2005 god bless america,the 1975
4145,4039,1704,rare,selena gomez
4146,4647,1974,rich mf,trippie redd
4147,3827,5484,one of the drunks,panic! at the disco
4148,4881,9991,under pressure,shawn mendes
4149,2317,1943,audi.,smokepurpp
4150,1667,108,ballin',mustard
4151,130,1433,i wanna be yours,arctic monkeys
4152,324,8612,dirty shoes,young thug
4153,4641,7954,bleach,$uicideboy$
4154,340,8951,cheating on you,charlie puth
4155,3713,652,stay,post malone
4156,3274,838,g.o.m.d.,j. cole
4157,4639,7384,lean on me,bill withers
4158,3150,9518,nero forte,slipknot
4159,143,3650,don't quit,dj khaled
4160,3027,8944,sincerely,youngboy never broke again
4161,2039,7422,all i want is to be with you,john mayer
4162,496,10472,in the arms of a stranger  grey remix,mike posner
4163,1057,2228,tommy lee,tyla yaweh
4164,4022,5931,say you love me,jessie ware
4165,901,7012,longing heart,mayar jenisk
4166,4899,10201,will he,joji
4167,1733,10232,up,young thug
4168,4217,8180,somebody that i used to know,gotye
4169,3412,1023,no money,galantis
4170,4514,9145,time for me,migos
4171,4378,9484,182  happy days,blink
4172,137,6733,dead presidents,rick ross
4173,2854,2726,black swan,bts
4174,3232,564,puffin on zootiez,future
4175,1265,5736,bendiciones,bad bunny
4176,2665,4068,canyon moon,harry styles
4177,2229,9997,t.o.p.,g herbo
4178,1763,2078,party girl (remix),staysolidrocky
4179,1936,1389,counting stars,onerepublic
4180,3317,3121,one night (extended),lil yachty
4181,2266,4829,breaking up was easy in the 90's,sam hunt
4182,626,3479,fire,kids see ghosts
4183,50,264,way 2 sexy,drake
4184,452,2849,adderall (corvette corvette)  remix,popp hunna
4185,3058,5222,only angel,harry styles
4186,1811,2616,running out of time,"tyler, the creator"
4187,3778,9392,hotel lobby,pop smoke
4188,1022,574,the woo,pop smoke
4189,3569,602,lights up,harry styles
4190,2679,2017,the good ones,gabby barrett
4191,232,11083,z  holy grail,jay
4192,1282,6011,headlines,drake
4193,2573,3814,face off,tech n9ne
4194,1859,3100,flashlight,jessie j
4195,3302,6379,need me,eminem
4196,474,2812,goodbye,billie eilish
4197,3467,8810,hope  pandora's box,j
4198,2807,6265,wavybone,a$ap rocky
4199,3189,2492,when you're gone,shawn mendes
4200,4568,2741,infinity (888),xxxtentacion
4201,1612,2202,prices,lil uzi vert
4202,1179,10200,nike's on my feet,mac miller
4203,4042,2238,taped up heart,kream
4204,3393,9628,heartbreak weather,niall horan
4205,3462,5377,jukebox joints,a$ap rocky
4206,4719,3596,winter wonderland,darlene love
4207,3763,10570,rivals,usher
4208,2581,7505,ready for love,blackpink
4209,2285,2683,familia,nicki minaj
4210,1315,5289,2step,ed sheeran
4211,2366,8988,coco,24kgoldn
4212,2216,1190,cash in cash out,pharrell williams
4213,1606,147,jumpman,drake
4214,2226,10741,oh! you pretty things  1999 remastered version,david bowie
4215,4873,8992,certified,pooh shiesty
4216,3832,5816,love songs,kaash paige
4217,654,575,despacito (featuring daddy yankee),luis fonsi
4218,3216,6334,limitless,logic
4219,198,4124,learn to let go,kesha
4220,385,129,havana,camila cabello
4221,3495,7558,don't do me like that,tom petty and the heartbreakers
4222,1196,5903,déjà vu,twenty88
4223,2036,10020,jackie and wilson,hozier
4224,2011,6025,the path,lorde
4225,2227,695,want to want me,jason derulo
4226,713,10263,super predator,joey bada$$
4227,2478,1615,love me less,max
4228,874,8236,escape,kehlani
4229,4488,2469,candy,doja cat
4230,2109,7413,knew better / forever boy,ariana grande
4231,29,10761,holy key,dj khaled
4232,4797,8865,bring me to life,evanescence
4233,740,6983,my affection,summer walker
4234,3085,8278,wait for it,usher
4235,1213,3163,chicken tendies,clinton kane
4236,303,4382,merry christmas darling  album version/remix,carpenters
4237,3185,9728,middle of the summer,playboi carti
4238,3434,2914,on my way,alan walker
4239,392,4006,hotel california  2013 remaster,eagles
4240,2883,11058,right now,tv on the radio
4241,1809,6074,self control,frank ocean
4242,3762,4782,bring it back,trouble
4243,697,7106,free spirit,drake
4244,677,9884,young man,justin timberlake
4245,236,5393,kept back,gucci mane
4246,3426,6686,zeus,eminem
4247,1577,5658,fallin' all in you,shawn mendes
4248,675,1582,red light green light,dababy
4249,455,9350,steal my sunshine,len
4250,968,7989,hold you tonight,gryffin
4251,4012,8690,limbo,xxxtentacion
4252,4759,5529,awful things,lil peep
4253,1707,5815,sine from above,lady gaga
4254,1959,4325,ye vs. the people (starring ti as the people),kanye west
4255,923,4461,frank's track,kanye west
4256,4075,4262,astronauts,future
4257,2505,1634,too easy,gunna
4258,2244,2138,sober up,ajr
4259,1479,4778,from the d 2 the lbc,eminem
4260,1703,2111,young,vacations
4261,3392,4622,excuse me,a$ap rocky
4262,4914,3354,3am on glenwood,21 savage
4263,4270,89,broccoli,dram
4264,4534,1,lucid dreams,juice wrld
4265,1957,9510,obsessed,addison rae
4266,3464,9744,back to the future (part i),d'angelo
4267,1592,7786,what a life,big sean
4268,4028,2265,la jeepeta  remix,nio garcia
4269,606,7685,resistance is useless,$uicideboy$
4270,904,5702,losses,lil tjay
4271,3063,9237,solo,eslabon armado
4272,1270,7179,6 summers,anderson .paak
4273,1799,8381,so below,dantès
4274,3116,763,n95,kendrick lamar
4275,2621,10792,i'll be home for christmas,she & him
4276,2540,2121,drip too hard,lil baby
4277,2208,8781,lifted up (1985),passion pit
4278,4120,6829,i need a forest fire,james blake
4279,2995,287,stay,zedd
4280,289,5656,she gon wink,takeoff
4281,732,8880,signing off,trippie redd
4282,16,6335,5 year plan,chance the rapper
4283,1180,9343,got it right,rod wave
4284,1749,61,"thank u, next",ariana grande
4285,3847,5139,splash warning,meek mill
4286,3846,166,goodbyes (feat. young thug),post malone
4287,3947,7226,another day gone,a boogie wit da hoodie
4288,3630,7624,dominoes,lorde
4289,4707,1090,mastermind,taylor swift
4290,2602,5533,upgrade,joji
4291,3996,8038,baby blue,action bronson
4292,851,9496,this love isn't crazy,carly rae jepsen
4293,2348,8217,baby 8,ybn nahmir
4294,555,3661,whatever you need,meek mill
4295,1864,6902,born singer,bts
4296,3717,5123,last call,khalid
4297,3184,88,candy paint,post malone
4298,1193,4641,don't get too high,bryson tiller
4299,3035,7172,yeah!,usher
4300,2500,407,idontwannabeyouanymore,billie eilish
4301,4056,6250,space oddity  2009 remastered version,david bowie
4302,1871,8338,red water,earl sweatshirt
4303,1602,7652,don't shoot,the game
4304,1382,9830,we are never ever getting back together,taylor swift
4305,2810,7638,far,gunna
4306,1596,2508,attention,the weeknd
4307,876,3977,donda chant,kanye west
4308,462,3083,every hour,kanye west
4309,3166,10733,"baby, it’s cold outside",rufus wainwright
4310,882,4742,burn the hoods,ski mask the slump god
4311,3251,6924,lullaby,lil uzi vert
4312,3286,3751,gold slugs,dj khaled
4313,3240,5262,whole lotta choppas (remix),sada baby
4314,1158,7988,sweet yamz,fetty wap
4315,3867,1681,still goin down,morgan wallen
4316,2304,122,dance monkey,tones and i
4317,1215,10805,don't need much,travis mills
4318,3559,1202,trumpets,jason derulo
4319,3990,10872,"how big, how blue, how beautiful",florence + the machine
4320,4616,6299,poke it out,playboi carti
4321,1778,371,efecto,bad bunny
4322,426,5399,dangerous,schoolboy q
4323,2043,10876,blue jean  1999 remastered version,david bowie
4324,4565,2807,4th dimension,kids see ghosts
4325,2905,10160,let go,d smoke
4326,437,4912,hope  more,j
4327,3532,2560,make it rain,pop smoke
4328,2571,1867,talk up,drake
4329,1862,6703,before i knew it,mason ramsey
4330,4939,1217,prospect (ft. lil baby),iann dior
4331,889,7227,stay soft,mitski
4332,1619,2407,for whom the bell tolls,j. cole
4333,3652,8829,new mode,kid cudi
4334,4403,2819,uptown vibes,meek mill
4335,4595,8286,none to me,takeoff
4336,2520,9780,sheesh!,surfaces
4337,3357,10682,begin again,purity ring
4338,1594,1769,mr. perfectly fine (taylor’s version) (from the vault),taylor swift
4339,2813,7056,finesse,bruno mars
4340,1178,395,japan,famous dex
4341,3323,5826,9.13,khalid
4342,23,8362,came out,young stoner life
4343,2326,2772,dark side of the moon,lil wayne
4344,671,8347,konclusions,yg
4345,4587,901,heart on ice,rod wave
4346,4333,4908,afterthought,joji
4347,2976,2820,lover (remix),taylor swift
4348,2827,7702,what u sayin',lil pump
4349,1079,7243,the half,dj snake
4350,2930,3528,okra,"tyler, the creator"
4351,3015,208,trap queen,fetty wap
4352,2516,3600,highlights,kanye west
4353,2549,861,juice,lizzo
4354,870,4587,lord i know,kid cudi
4355,420,7957,the fall,lovejoy
4356,277,10735,i'm in control,alunageorge
4357,2312,2270,ain't nobody (loves me better),felix jaehn
4358,2388,3206,black & chinese,huncho jack
4359,4649,6505,adam and eve,nas
4360,4482,5900,got me,dreamville
4361,4263,4282,all day long,chance the rapper
4362,3653,7197,de una vez,selena gomez
4363,312,9367,quiet storm,rod wave
4364,723,6512,raindrops,snbrn
4365,1368,9323,space ghost coast to coast,glass animals
4366,3896,6769,summerthing!,afrojack
4367,4233,4374,i don't sleep (ft. takeoff),lil wayne
4368,821,5169,almost slipped,meek mill
4369,1732,3978,734,juice wrld
4370,1767,9677,alcoholfree,twice
4371,4080,7993,hookah,tyga
4372,1216,8186,nobody,dylan scott
4373,91,9459,supercuts,jeremy zucker
4374,1934,7263,moment of clarity,future
4375,2740,8316,semicharmed life,third eye blind
4376,2933,9682,whispers,halsey
4377,3187,6994,the night me and your mama met,childish gambino
4378,2514,3718,reggaetonera,anuel aa
4379,2157,9890,laser lights,rex orange county
4380,1554,4562,naked,james arthur
4381,1639,9626,bad child,tones and i
4382,3394,8421,say it loud  i'm black and i'm proud,james brown
4383,1240,1398,hollow,tori kelly
4384,512,10521,crank that (soulja boy),soulja boy
4385,4720,4775,fractions,nicki minaj
4386,571,9300,ginger,brockhampton
4387,2183,7615,highway boys,zach bryan
4388,1791,9062,the morning,the weeknd
4389,3726,10329,house of balloons / glass table girls,the weeknd
4390,2401,1200,lost in japan,shawn mendes
4391,2529,10062,centerfold,the j. geils band
4392,4611,4467,stay woke,meek mill
4393,1863,7877,check,young thug
4394,3445,6613,all things go,nicki minaj
4395,4635,4580,1hunnid,k camp
4396,3013,10582,black sun,death cab for cutie
4397,2811,6288,a nonsense christmas,sabrina carpenter
4398,4733,1873,big shot,kendrick lamar
4399,3056,5667,best of me,bts
4400,2881,4894,runaway,lil peep
4401,4199,9726,dance the night away  2015 remaster,van halen
4402,3733,9411,momentary bliss,gorillaz
4403,2145,7722,mall,gucci mane
4404,1365,7729,in tune (& metro boomin),big sean
4405,203,2659,call it what you want,taylor swift
4406,81,2869,afterglow,ed sheeran
4407,4608,730,that way  bonus track,lil uzi vert
4408,867,5924,different,future
4409,884,8826,if you lie down with me,lana del rey
4410,391,8715,insure my wrist,young thug
4411,1829,3691,motorcycle patches,huncho jack
4412,3761,4393,this is how we roll,florida georgia line
4413,3289,1294,lips are movin,meghan trainor
4414,809,4419,switch,6lack
4415,894,3800,lost in yesterday,tame impala
4416,190,2837,state of grace (taylor's version),taylor swift
4417,1433,7346,touch eem body,xxxtentacion
4418,3509,1518,rgf island,fetty wap
4419,1961,4642,schizophrenia,xxxtentacion
4420,4497,1905,fear.,kendrick lamar
4421,846,6105,wannabe,logic
4422,2405,9352,coloratura,coldplay
4423,1930,9935,touch tank,quinnie
4424,601,4435,in the dark,yg
4425,612,6212,out of sight,run the jewels
4426,522,2529,botella tras botella,gera mx
4427,2265,9979,we are the people,martin garrix
4428,2545,10768,young n***a living,a$ap mob
4429,1009,8685,oceanic feeling,lorde
4430,1177,10542,around the world,kings of leon
4431,4386,1088,company,justin bieber
4432,430,3288,can i be him,james arthur
4433,89,9521,why am i still in la,joji
4434,2115,2760,this bar,morgan wallen
4435,1687,1292,have yourself a merry little christmas,judy garland
4436,755,9792,nobody,dj khaled
4437,4276,2966,no child left behind,kanye west
4438,1102,2765,envolver,anitta
4439,3562,3979,chaotic,tate mcrae
4440,4501,8407,gang signs,lil baby
4441,3351,443,lust,lil skies
4442,1716,6772,i say a little prayer,aretha franklin
4443,4091,218,what do you mean?,justin bieber
4444,4868,6744,something real,summer walker
4445,527,5394,wow freestyle,jay rock
4446,2763,337,let me go,hailee steinfeld
4447,511,8306,drop it like it's hot,snoop dogg
4448,822,4934,dreamin of the past,pusha t
4449,2400,3193,now & forever,drake
4450,2274,7813,russian roulette,lil baby
4451,4138,8962,banyan tree  interlude,machine gun kelly
4452,820,2558,think of you,chris young
4453,4909,5857,flooded,lil skies
4454,3835,4868,pretty savage,blackpink
4455,325,10503,burden in my hand,soundgarden
4456,4692,5606,cleopatra,the lumineers
4457,1974,7741,should i stay or should i go  remastered,the clash
4458,2396,6623,stick to the models,future
4459,2762,10858,m.f.t.r.,pusha t
4460,4115,4377,show & tell,melanie martinez
4461,2201,1034,f**kin' problems,a$ap rocky
4462,1413,10640,wona,mumford & sons
4463,2779,7713,help!  remastered,the beatles
4464,1521,2615,famous friends,chris young
4465,126,9918,ai nash,youngboy never broke again
4466,2015,4443,make it back,juice wrld
4467,125,2562,astrothunder,travis scott
4468,590,3217,feel me,selena gomez
4469,2003,9251,a place for my head,linkin park
4470,625,5158,for free?  interlude,kendrick lamar
4471,1289,9662,hope  music box : reflection,j
4472,4168,5179,burnin' up,jonas brothers
4473,1416,10998,gooey,glass animals
4474,1403,95,butterfly effect,travis scott
4475,1642,1853,get you,daniel caesar
4476,9,7191,bounce,2 chainz
4477,4509,10687,loser,beck
4478,4252,793,snow on the beach,taylor swift
4479,247,10832,welcome,fort minor
4480,4260,9681,i don't think i'm okay,bazzi
4481,4643,760,stargirl interlude,the weeknd
4482,4004,8151,fly,marshmello
4483,2620,9687,common,quinn xcii
4484,4683,4832,3am,halsey
4485,4696,3885,put a date on it,yo gotti
4486,3772,8673,moonlight,agust d
4487,1383,2738,eazy  let's get lost,g
4488,3025,3867,who shot cupid?,juice wrld
4489,1072,6691,sauce,justin timberlake
4490,4079,4605,london,bia
4491,4129,10609,all the girls,tory lanez
4492,1320,3866,beggin for thread,banks
4493,189,8229,champion,fall out boy
4494,1043,9665,tr666,trippie redd
4495,3878,6388,move on,lil tjay
4496,2228,460,holy,justin bieber
4497,2805,3797,last train home,john mayer
4498,3305,3033,hot wind blows,"tyler, the creator"
4499,4495,3832,trillionaire,future
4500,1523,7716,nunya,kehlani
4501,2232,2498,undrunk,fletcher
4502,2310,292,memories,maroon 5
4503,1941,2042,love me more,trippie redd
4504,184,8433,nasty (who dat),a$ap ferg
4505,4860,7208,battle symphony,linkin park
4506,2887,2845,pass dat,jeremih
4507,2387,550,capsize,frenship
4508,2579,6604,legendary,tyga
4509,2098,9194,golden trunks,arctic monkeys
4510,3002,7633,one take,lil tjay
4511,4092,11075,higher education,will dailey
4512,396,7861,love me forever,lil yachty
4513,1404,5108,mirrors,justin timberlake
4514,3845,3929,born in the u.s.a.,bruce springsteen
4515,4586,7507,morning,beck
4516,3218,9513,pranks 4 players,mac miller
4517,223,9992,oh well,lil tjay
4518,4416,4241,junya pt 2,kanye west
4519,3925,7796,sharks,imagine dragons
4520,3436,10660,friends,francis and the lights
4521,1766,2502,what do i know?,ed sheeran
4522,811,3871,used 2,lil wayne
4523,1986,3828,premonition  intro,eminem
4524,4714,2107,kamikaze,eminem
4525,1557,2806,x última vez,daddy yankee
4526,1820,8383,private show,britney spears
4527,4547,3597,let em' know,bryson tiller
4528,1482,2714,man's not hot,big shaq
4529,3550,8588,get out,chvrches
4530,2237,1755,in the bible,drake
4531,1269,762,act up,city girls
4532,1208,10990,i like to live the love  single version,b.b. king
4533,95,5825,inhale,bryson tiller
4534,2038,3250,feedback,kanye west
4535,214,9314,i need to know,tom petty and the heartbreakers
4536,4757,1891,alien superstar,beyoncé
4537,1369,9636,pups,a$ap ferg
4538,1425,9046,love in slow motion,ed sheeran
4539,1073,9396,no time for sleep (freestyle),bobby shmurda
4540,2840,4788,wells fargo,dreamville
4541,4613,7565,some more,future
4542,1505,10290,my enemy,chvrches
